UserID,ConnectedBaseStation,CurrentLocation,Handovercouter,UsersInSystem,UserQueue,DisconnectedUsers
0,Station B,3000.255437614397,1,9,0,1
2,Station B,3000.1561346777203,1,20,5,2
11,Station B,3000.0421576200065,1,20,5,3
8,Station B,3000.3554492051517,1,20,5,4
12,Station B,3000.8532505165713,1,20,4,5
16,Station B,3000.649203767846,1,20,5,6
6,Station B,3000.0488594527524,1,20,5,7
5,Station B,3000.2514768164583,1,20,5,8
21,Station B,3000.2748433477896,1,20,4,9
17,Station B,3000.7090699953974,1,20,3,10
14,Station B,3000.056003015781,3,20,2,11
1,Station B,3000.1908492776865,1,20,1,12
9,Station B,3000.548787789084,1,20,1,13
15,Station B,3000.3077385448346,1,20,0,14
19,Station B,3000.364378505227,1,19,0,15
13,Station B,3000.2822301927895,1,18,0,16
10,Station B,3000.1867974692623,1,17,0,17
22,Station B,3000.2712404784247,1,18,0,18
7,Station B,3000.2024093842174,1,17,0,19
18,Station B,3000.2847400726714,1,16,0,20
29,Station A,2179.0928324156425,0,15,0,21
28,Station B,3000.2785012624026,1,16,0,22
20,Station B,3000.348668437768,3,16,0,23
25,Station B,3000.243787812126,1,16,0,24
32,Station B,3000.1974365823007,1,15,0,25
23,Station B,3000.1488736951032,3,14,0,26
33,Station B,3000.6658515989857,3,16,0,27
35,Station A,3000.253457093922,0,15,0,28
34,Station B,3000.3687442442797,3,14,0,29
36,Station B,3000.354341375728,1,18,0,30
26,Station B,3000.390353329652,3,20,0,31
31,Station B,3000.4120542664646,1,19,0,32
50,Station A,2021.1113787680579,0,18,0,33
30,Station B,3000.2036231939232,1,19,0,34
38,Station B,3000.278796954431,1,18,0,35
4,Station B,3000.1236825938213,5,18,0,36
39,Station B,3000.5924523166655,3,17,0,37
24,Station B,3000.1429250458114,1,16,0,38
27,Station B,3000.1284980868995,3,16,0,39
41,Station B,3000.401839098234,1,16,0,40
47,Station B,3000.2429575719434,1,17,0,41
48,Station B,3000.6594443890117,1,17,0,42
51,Station B,3000.3121733921203,1,17,0,43
49,Station B,3000.52704077043,1,16,0,44
54,Station B,3000.5011861878756,1,19,0,45
37,Station B,2805.636787236772,1,18,0,46
53,Station B,3000.184179264584,3,17,0,47
61,Station B,3000.2475912871823,1,20,2,48
58,Station B,3000.509555789028,1,20,1,49
45,Station B,3000.079039918754,3,20,0,50
43,Station B,3000.281853965805,5,20,0,51
52,Station B,3000.2220419473088,3,19,0,52
56,Station B,3000.3247865290323,1,20,0,53
44,Station B,3000.116976511763,3,19,0,54
63,Station B,3000.385862777347,1,18,0,55
65,Station B,3000.498246606745,1,17,0,56
67,Station B,3000.179980239506,1,17,0,57
55,Station B,3000.083494815143,1,18,0,58
64,Station B,3000.147020834008,1,17,0,59
68,Station B,3000.022758779972,1,16,0,60
66,Station B,3000.4618926055336,3,19,0,61
60,Station B,3000.1580575928374,1,20,0,62
42,Station B,3000.068469807802,3,19,0,63
73,Station B,3000.343568911772,1,20,2,64
40,Station B,3000.1391216464617,1,20,1,65
46,Station B,3000.1603718894416,5,20,0,66
74,Station B,3000.4148738199133,3,20,1,67
77,Station B,3000.3299986863976,1,20,0,68
70,Station B,3000.3385419677534,1,20,3,69
71,Station B,3000.332930473102,1,20,2,70
82,Station B,3000.6807062338953,1,20,1,71
84,Station B,3000.130977879542,1,20,3,72
85,Station A,3000.3535461048236,0,20,2,73
78,Station B,3000.3996414642784,1,20,1,74
72,Station B,3000.1099731939134,1,20,0,75
57,Station B,3000.084372099573,3,20,3,76
59,Station B,2995.5332781323905,3,20,2,77
80,Station B,3000.077447872148,3,20,1,78
79,Station B,3000.030512696105,3,20,0,79
92,Station B,3000.200377612148,1,19,0,80
93,Station B,3000.369567762351,1,19,0,81
89,Station B,3000.503711520955,1,18,0,82
87,Station B,3000.1244714302775,1,18,0,83
75,Station B,3000.001780732051,5,17,0,84
88,Station B,2946.730768018443,1,16,0,85
95,Station B,3000.1865728682496,1,16,0,86
69,Station B,3000.124852898882,1,15,0,87
62,Station B,3000.065927827487,1,14,0,88
91,Station B,3000.169134616478,1,17,0,89
96,Station B,3000.6018227102813,1,16,0,90
99,Station B,3000.392868655575,1,20,1,91
97,Station B,3000.242435422024,1,20,1,92
81,Station B,3000.145553606746,5,20,0,93
101,Station B,3000.3271387110835,3,20,2,94
104,Station B,3000.605350934005,1,20,3,95
107,Station B,3000.393822678125,1,20,4,96
103,Station B,3000.598101926873,1,20,3,97
111,Station B,3000.001297671109,3,20,4,98
113,Station B,3000.245117056573,3,20,5,99
105,Station B,3000.051642114691,1,20,5,100
102,Station B,3000.231602429845,3,20,5,101
115,Station B,3000.206756939755,1,20,5,102
114,Station B,3000.6464708062863,3,20,4,103
123,Station A,2033.7219823600833,0,20,3,104
110,Station B,3000.222318395303,1,20,3,105
112,Station B,3000.30806397301,1,20,2,106
76,Station B,3000.0134886201995,3,20,1,107
94,Station B,3000.0714520563297,1,20,0,108
106,Station B,3000.330111992857,1,20,1,109
129,Station A,2008.9120581239554,0,20,0,110
116,Station B,3000.110173972445,1,19,0,111
131,Station A,2002.8200684044602,0,20,0,112
117,Station B,3000.3030780600743,1,20,0,113
126,Station B,3000.3959373551197,1,20,2,114
121,Station B,3000.5657163880132,1,20,1,115
127,Station B,3000.3575570702887,1,20,1,116
132,Station B,3000.7903473584297,1,20,1,117
128,Station B,3000.2472797804908,1,20,3,118
124,Station B,3000.2794821174743,1,20,4,119
90,Station B,3000.0583052981724,1,20,6,120
135,Station B,3000.131356431353,1,20,7,121
98,Station B,3000.0194951524522,3,20,7,122
134,Station B,3000.3030110723653,1,20,11,123
140,Station A,2294.003503188256,0,20,10,124
125,Station B,3000.249880045005,1,20,10,125
137,Station B,3000.651866471851,1,20,11,126
83,Station B,3000.0838758787772,3,20,10,127
118,Station B,3000.09073241597,1,20,9,128
86,Station B,3000.043000261803,3,20,9,129
138,Station B,3000.2270763165616,1,20,8,130
109,Station B,3000.0588674430815,1,20,7,131
151,Station A,2011.907676857385,0,20,7,132
119,Station B,3000.12489745779,3,20,7,133
136,Station B,3000.230213159276,3,20,6,134
120,Station B,3000.2355395894215,3,20,5,135
130,Station B,3000.123680242657,1,20,4,136
142,Station B,3000.256464211386,1,20,5,137
100,Station B,2942.186673146306,5,20,4,138
139,Station B,3000.1605618123403,1,20,4,139
144,Station B,3000.6108757498355,1,20,3,140
145,Station B,3000.081322522361,1,20,4,141
122,Station B,3000.1724793037615,1,20,4,142
133,Station B,3000.0026951940436,1,20,3,143
108,Station B,2969.4646606497054,3,20,2,144
153,Station B,3000.2959257703683,1,20,8,145
149,Station B,3000.1152060290838,1,20,7,146
158,Station B,3000.7479824437287,1,20,7,147
155,Station B,3000.319442581773,3,20,6,148
160,Station B,3000.7021117726254,1,20,6,149
152,Station B,3000.527034558337,1,20,5,150
163,Station B,3000.642779992316,1,20,4,151
147,Station B,3000.363181285595,1,20,3,152
141,Station B,3000.0894942113555,1,20,2,153
159,Station B,3000.0102137148815,1,20,4,154
157,Station B,3000.3815993874377,1,20,4,155
164,Station B,3000.6354615349182,1,20,5,156
162,Station B,3000.166703634123,1,20,5,157
146,Station B,3000.207358524317,1,20,6,158
167,Station B,3000.173851832517,1,20,5,159
174,Station A,2167.9655726775163,0,20,4,160
165,Station B,3000.24926961607,1,20,5,161
169,Station A,2305.810270630262,0,20,4,162
166,Station B,3000.3041154696875,1,20,3,163
172,Station B,3000.340940251146,1,20,4,164
170,Station B,3000.269062477857,3,20,3,165
175,Station B,3000.6158292917717,1,20,2,166
168,Station B,3000.2730471318514,3,20,2,167
161,Station B,3000.288989079647,1,20,4,168
178,Station B,3000.3299020180025,1,20,4,169
171,Station B,3000.3675191365537,1,20,3,170
156,Station B,3000.110932657389,3,20,4,171
154,Station B,2902.6803365960677,1,20,3,172
177,Station B,3000.3993836644077,1,20,3,173
173,Station B,3000.2896906548167,1,20,4,174
182,Station B,2945.6008897044867,1,20,3,175
186,Station B,3000.8584789480665,1,20,3,176
185,Station B,3000.150956591867,1,20,2,177
180,Station B,3000.4125659942188,3,20,2,178
181,Station B,3000.347441885185,1,20,3,179
188,Station B,3000.672824000497,1,20,2,180
184,Station B,3000.1285322499866,1,20,3,181
189,Station B,3000.0404370636193,1,20,2,182
191,Station B,3000.6306314581,1,20,2,183
195,Station B,3000.403695233319,1,20,5,184
192,Station B,3000.2592987036505,1,20,4,185
193,Station B,3000.0633262710826,1,20,3,186
196,Station B,3000.237435087756,1,20,4,187
197,Station B,3000.019104737184,1,20,3,188
183,Station B,3000.11789618944,1,20,4,189
176,Station B,3000.0549644977245,1,20,4,190
143,Station B,2753.1402608012068,3,20,4,191
190,Station B,3000.3276240247974,3,20,3,192
204,Station B,3000.6453785293047,1,20,2,193
203,Station B,3000.080221642209,1,20,2,194
148,Station B,3000.0167036496027,1,20,2,195
187,Station B,3000.1244139426003,3,20,1,196
201,Station B,3000.230260322364,3,20,2,197
210,Station B,3000.6670763984675,1,20,2,198
208,Station B,3000.59230439861,3,20,1,199
200,Station B,3000.3541684776437,1,20,1,200
213,Station B,3000.3695807325457,1,20,1,201
150,Station B,3000.1020841731624,7,20,0,202
215,Station B,3000.8991680951485,1,19,0,203
207,Station B,3000.0414460189836,3,18,0,204
212,Station B,3000.486338737427,1,18,0,205
179,Station B,2852.7343416967083,5,19,0,206
214,Station B,3000.6254821627194,1,19,0,207
198,Station B,3000.173361594003,1,19,0,208
205,Station B,3000.3480079029323,3,18,0,209
221,Station B,3000.120832941194,3,20,3,210
217,Station B,2885.3376765373005,1,20,2,211
223,Station A,3000.449431237732,0,20,1,212
199,Station B,3000.143588758566,3,20,0,213
220,Station B,3000.567776909002,3,19,0,214
206,Station B,2767.4743651922695,7,19,0,215
216,Station B,3000.309687265277,1,18,0,216
218,Station B,3000.1015387643383,1,19,0,217
224,Station B,3000.7072688314297,3,18,0,218
211,Station B,3000.1214659531615,1,19,0,219
225,Station B,3000.2194934906806,1,18,0,220
226,Station B,3000.3396035614546,1,17,0,221
229,Station B,3000.4286375261177,1,17,0,222
228,Station B,3000.4655059947763,1,16,0,223
227,Station B,3000.235039634561,1,15,0,224
230,Station B,3000.6832932532966,1,15,0,225
231,Station B,3000.4828456571854,1,17,0,226
235,Station B,3000.3247968131873,3,16,0,227
232,Station B,3000.197314528479,1,16,0,228
233,Station B,3000.0803519900983,1,15,0,229
234,Station B,3000.612573373124,1,15,0,230
236,Station A,2367.3256929181885,0,14,0,231
222,Station B,3000.2526758197905,1,18,0,232
239,Station B,3000.2519510917414,1,20,3,233
242,Station B,3000.1633356668117,1,20,2,234
209,Station B,3000.1264203110477,1,20,6,235
194,Station B,3000.0026836990246,3,20,5,236
245,Station B,3000.677511250865,1,20,4,237
238,Station B,3000.303649942407,3,20,3,238
243,Station B,3000.3509494652326,1,20,2,239
