UserID,ConnectedBaseStation,CurrentLocation,Handovercouter,UsersInSystem,UserQueue,DisconnectedUsers
2,Station A,3000.8118385347425,2,13,0,1
6,Station B,3000.8231568818196,3,17,0,2
7,Station B,3000.4312782461657,1,17,0,3
5,Station B,3000.0713390788655,1,16,0,4
1,Station B,3000.1372954499516,3,16,0,5
10,Station B,3000.578590876192,1,16,0,6
13,Station B,3000.1985615122844,1,17,0,7
3,Station B,3000.479968668232,1,16,0,8
11,Station B,3000.1235624690353,1,16,0,9
14,Station B,3000.0938880628537,1,18,0,10
15,Station B,3000.52564658325,1,17,0,11
8,Station B,3000.096944700425,1,17,0,12
9,Station B,3000.1064124307677,1,20,0,13
4,Station B,3000.351049819401,1,19,0,14
20,Station B,3000.7125547997903,1,18,0,15
21,Station B,3000.4465923133926,1,19,0,16
17,Station B,3000.4290437401323,1,20,1,17
25,Station B,3000.094165158037,1,20,1,18
24,Station B,3000.1443833464928,1,20,1,19
19,Station B,3000.2073103737393,3,20,0,20
29,Station B,3000.7419937942104,3,20,0,21
32,Station B,3000.388219072657,1,19,0,22
30,Station B,3000.601119736864,1,18,0,23
34,Station B,3000.6722331959054,1,20,0,24
16,Station B,3000.018091168955,5,19,0,25
28,Station B,3000.3742313655976,3,18,0,26
23,Station B,3000.394000386386,1,18,0,27
33,Station B,3000.0324414782544,1,18,0,28
45,Station A,2042.457777598158,0,17,0,29
27,Station B,3000.1631822056024,1,17,0,30
22,Station B,3000.285046986861,3,16,0,31
35,Station B,3000.065892680238,3,19,0,32
44,Station B,3000.2096169203433,1,19,0,33
39,Station B,3000.2156919492913,3,19,0,34
43,Station B,3000.2696367410526,1,19,0,35
48,Station B,3000.749988840886,1,20,1,36
26,Station B,3000.1329638412476,1,20,0,37
18,Station B,2879.1973603562838,1,20,1,38
37,Station B,3000.215204247883,3,20,0,39
12,Station B,3000.0837563258756,3,19,0,40
36,Station B,3000.095933439509,1,18,0,41
41,Station B,3000.062557944484,1,17,0,42
51,Station B,3000.091037451296,1,19,0,43
55,Station B,3000.7181507686128,1,18,0,44
47,Station B,3000.36923941308,1,18,0,45
38,Station B,3000.110928793685,3,18,0,46
31,Station B,3000.035125756282,1,17,0,47
56,Station B,3000.2314165451935,1,16,0,48
40,Station B,3000.0001694854072,5,18,0,49
61,Station B,3000.5737506759906,1,19,0,50
59,Station B,3000.578704846133,1,18,0,51
52,Station B,3000.1997814274114,1,17,0,52
49,Station B,3000.0873384427914,1,18,0,53
53,Station B,3000.132948588187,5,17,0,54
63,Station B,3000.084009707883,1,16,0,55
58,Station B,3000.4431609532835,1,15,0,56
68,Station B,3000.008283215758,1,20,2,57
