UserID,ConnectedBaseStation,CurrentLocation,Handovercouter,UsersInSystem,UserQueue,DisconnectedUsers
0,Station B,3000.255437614397,1,7,0,1
2,Station B,3000.1561346777203,1,20,0,2
11,Station B,3000.0421576200065,1,20,4,3
8,Station B,3000.3554492051517,3,20,4,4
12,Station B,3000.8532505165713,1,20,3,5
6,Station B,3000.0488594527524,1,20,2,6
5,Station B,3000.2514768164583,1,20,1,7
1,Station B,3000.1908492776865,1,20,0,8
16,Station B,3000.649203767846,1,20,0,9
17,Station B,3000.7090699953974,1,19,0,10
14,Station B,3000.056003015781,1,18,0,11
21,Station B,3000.2748433477896,3,17,0,12
9,Station B,3000.548787789084,1,16,0,13
15,Station B,3000.3077385448346,1,18,0,14
10,Station B,3000.1867974692623,3,17,0,15
13,Station B,3000.2822301927895,1,16,0,16
19,Station B,3000.364378505227,1,16,0,17
22,Station B,3000.233241468299,1,15,0,18
3,Station B,3000.317366610434,1,15,0,19
7,Station B,3000.2024093842174,3,15,0,20
23,Station B,3000.2712404784247,1,14,0,21
18,Station B,3000.2847400726714,1,14,0,22
29,Station A,2082.798594725004,0,13,0,23
31,Station A,2343.0039585666905,0,12,0,24
28,Station B,3000.0281772616663,1,11,0,25
20,Station B,3000.348668437768,3,10,0,26
27,Station B,3000.243787812126,1,9,0,27
30,Station B,3000.7468897564154,1,8,0,28
24,Station B,3000.1488736951032,1,9,0,29
35,Station B,3000.2785012624026,1,10,0,30
32,Station B,3000.531774726663,3,12,0,31
25,Station B,3000.3631138795463,1,11,0,32
34,Station B,3000.337304599419,1,12,0,33
26,Station B,3000.1429250458114,3,17,0,34
39,Station B,3000.1974365823007,1,16,0,35
33,Station B,3000.1284980868995,1,18,0,36
42,Station B,3000.253457093922,1,17,0,37
40,Station B,3000.3687442442797,3,16,0,38
43,Station B,3000.354341375728,1,15,0,39
41,Station B,3000.6658515989857,1,15,0,40
55,Station A,2086.3257608387357,0,15,0,41
38,Station B,3000.4120542664646,1,14,0,42
45,Station B,3000.278796954431,1,13,0,43
37,Station B,3000.2036231939232,1,12,0,44
46,Station B,3000.5924523166655,1,12,0,45
48,Station B,3000.401839098234,1,12,0,46
54,Station B,3000.2429575719434,1,13,0,47
50,Station B,2737.9831807926057,1,16,0,48
56,Station B,3000.52704077043,1,15,0,49
58,Station B,3000.3121733921203,1,16,0,50
36,Station B,3000.225339016331,3,16,0,51
52,Station B,3000.079039918754,3,18,0,52
61,Station B,3000.5011861878756,1,18,0,53
44,Station B,3000.1008393284064,1,17,0,54
51,Station B,3000.116976511763,1,17,0,55
60,Station B,3000.184179264584,3,17,0,56
68,Station B,3000.2475912871823,1,16,0,57
65,Station B,3000.509555789028,1,16,0,58
63,Station B,3000.3247865290323,1,17,0,59
59,Station B,3000.2220419473088,1,16,0,60
49,Station B,3000.068469807802,1,19,0,61
70,Station B,3000.385862777347,1,18,0,62
72,Station B,3000.498246606745,1,17,0,63
53,Station B,3000.1603718894416,5,19,0,64
62,Station B,3000.083494815143,1,19,0,65
71,Station B,3000.147020834008,1,18,0,66
47,Station B,3000.1391216464617,3,17,0,67
74,Station B,3000.179980239506,1,16,0,68
67,Station B,3000.1580575928374,1,17,0,69
78,Station B,3000.022758779972,1,17,0,70
73,Station B,3000.4618926055336,1,17,0,71
82,Station B,3000.343568911772,1,19,0,72
76,Station B,3000.336218696417,1,19,0,73
83,Station B,3000.4148738199133,1,18,0,74
75,Station B,3000.1884716954037,1,17,0,75
88,Station A,2272.91130342615,0,16,0,76
86,Station B,3000.3299986863976,1,15,0,77
80,Station B,3000.332930473102,1,19,0,78
77,Station B,3000.3385419677534,1,18,0,79
89,Station B,2634.125015420592,3,18,0,80
91,Station B,3000.6807062338953,1,18,0,81
81,Station B,3000.1099731939134,1,17,0,82
87,Station B,3000.3996414642784,1,16,0,83
66,Station B,3000.0773630839267,1,15,0,84
64,Station B,3000.084372099573,1,14,0,85
96,Station B,2963.5787570705697,1,15,0,86
57,Station B,3000.1181650564126,3,14,0,87
97,Station B,3000.3535461048236,1,14,0,88
98,Station B,3000.5375343394717,1,13,0,89
93,Station B,3000.324375528672,1,12,0,90
84,Station B,3000.001780732051,5,11,0,91
69,Station B,3000.065927827487,5,10,0,92
79,Station B,3000.124852898882,5,18,0,93
102,Station B,3000.0189343289594,1,19,0,94
100,Station B,3000.1244714302775,3,19,0,95
103,Station B,3000.1287381113434,3,18,0,96
99,Station B,3000.2622843131476,1,17,0,97
90,Station B,3000.145553606746,3,18,0,98
104,Station B,3000.5207152866215,3,17,0,99
108,Station B,3000.1775094700242,1,20,0,100
111,Station B,3000.200377612148,1,19,0,101
105,Station B,3000.503711520955,1,18,0,102
101,Station B,3000.0164250565877,3,17,0,103
112,Station B,3000.369567762351,1,16,0,104
110,Station B,3000.1865728682496,1,15,0,105
94,Station B,3000.0294108097937,1,15,0,106
122,Station A,2029.7646931588479,0,16,0,107
107,Station B,2954.1843468180205,1,18,0,108
117,Station B,3000.392868655575,1,18,0,109
85,Station B,3000.0134886201995,7,17,0,110
118,Station B,3000.6018227102813,1,17,0,111
116,Station B,3000.012150529354,1,16,0,112
109,Station B,3000.0113457924454,3,15,0,113
119,Station B,3000.242435422024,1,15,0,114
114,Station B,3000.331912558861,3,16,0,115
125,Station B,3000.605350934005,1,15,0,116
124,Station B,3000.598101926873,1,17,0,117
123,Station B,3000.231602429845,1,19,0,118
126,Station B,3000.051642114691,1,18,0,119
128,Station B,3000.393822678125,1,17,0,120
133,Station B,3000.4822751675783,1,18,0,121
135,Station B,3000.245117056573,1,20,1,122
134,Station B,3000.001297671109,1,20,2,123
132,Station B,3000.0048797542904,1,20,1,124
115,Station B,3000.0476661973075,3,20,1,125
113,Station B,3000.0714520563297,5,20,6,126
127,Station B,3000.330111992857,1,20,5,127
131,Station B,3000.222318395303,1,20,8,128
92,Station B,3000.0838758787772,5,20,8,129
137,Station B,3000.6044647412946,1,20,8,130
95,Station B,3000.043000261803,5,20,7,131
139,Station B,3000.654891173056,1,20,6,132
140,Station B,3000.6464708062863,1,20,5,133
144,Station B,3000.823937012025,1,20,4,134
138,Station B,3000.16362761477,3,20,3,135
136,Station B,3000.30806397301,1,20,4,136
148,Station A,2279.5509688333327,2,20,3,137
142,Station B,3000.005842650903,1,20,3,138
143,Station B,3000.3030780600743,3,20,4,139
106,Station B,3000.0583052981724,5,20,3,140
141,Station B,2939.9021873808124,1,20,3,141
153,Station B,3000.7903473584297,1,20,3,142
152,Station B,3000.18426078213,1,20,2,143
146,Station B,3000.5657163880132,1,20,1,144
147,Station B,3000.0591085122373,1,20,1,145
149,Station B,3000.3575570702887,1,20,0,146
157,Station B,3000.131356431353,1,20,0,147
129,Station B,2695.7102150821106,1,19,0,148
120,Station B,3000.0194951524522,5,18,0,149
156,Station B,3000.3030110723653,1,17,0,150
158,Station B,3000.230213159276,3,20,1,151
161,Station B,3000.2270763165616,1,20,1,152
165,Station B,3000.3950293225644,3,20,2,153
164,Station B,3000.550951136145,1,20,1,154
130,Station B,3000.0588674430815,3,20,0,155
150,Station B,3000.123680242657,1,19,0,156
163,Station B,3000.1605618123403,5,20,1,157
145,Station B,3000.09073241597,1,20,0,158
121,Station B,3000.096946081261,3,19,0,159
155,Station B,3000.2541466614857,1,19,0,160
171,Station A,2299.6935250681963,0,20,0,161
162,Station B,3000.356095719018,1,19,0,162
167,Station B,3000.1311223247303,1,19,0,163
154,Station B,3000.0026951940436,1,19,0,164
169,Station B,3000.2152547870555,1,19,0,165
168,Station B,3000.2845040125208,3,18,0,166
172,Station A,3000.580702140607,0,17,0,167
174,Station B,3000.6108757498355,1,17,0,168
159,Station B,3000.075252516903,3,16,0,169
175,Station B,3000.3156920557144,1,16,0,170
182,Station B,3000.794849047283,1,18,0,171
151,Station B,3000.207138680838,1,17,0,172
170,Station B,3000.0894942113555,5,20,0,173
183,Station B,3000.1152060290838,1,20,1,174
177,Station B,3000.1479829853324,1,20,1,175
166,Station B,3000.2645099531564,5,20,0,176
178,Station B,3000.3858415381346,1,19,0,177
180,Station B,3000.363181285595,1,18,0,178
176,Station B,3000.2356025345916,3,20,0,179
185,Station B,3000.244856020341,1,20,0,180
188,Station B,3000.5140602804768,3,20,0,181
187,Station B,3000.527034558337,3,20,0,182
194,Station B,2864.420821973845,1,20,1,183
179,Station B,3000.207358524317,1,20,0,184
189,Station B,3000.2959257703683,1,19,0,185
160,Station B,2997.1187575629756,1,19,0,186
191,Station B,3000.319442581773,1,18,0,187
193,Station B,3000.507747767021,1,17,0,188
197,Station B,3000.7021117726254,1,19,0,189
195,Station B,3000.0102137148815,1,19,0,190
201,Station A,2115.0622399272675,0,18,0,191
186,Station B,3000.0827836724857,3,17,0,192
199,Station B,3000.459974480756,1,16,0,193
204,Station B,3000.6354615349182,1,20,0,194
208,Station B,3000.274160864554,1,19,0,195
202,Station B,3000.166703634123,1,18,0,196
207,Station B,3000.127979810106,1,20,0,197
215,Station A,2166.259398382589,0,19,0,198
209,Station B,3000.1040310616513,1,18,0,199
198,Station B,3000.09521720952,1,19,0,200
200,Station B,3000.288989079647,1,18,0,201
212,Station B,2854.3369913238985,1,17,0,202
192,Station B,3000.110932657389,1,17,0,203
211,Station B,3000.24926961607,3,16,0,204
214,Station B,3000.173851832517,1,15,0,205
190,Station B,3000.063092120471,3,14,0,206
206,Station B,3000.303799178078,1,13,0,207
216,Station B,3000.3685709966776,1,12,0,208
213,Station B,3000.2335942040863,1,12,0,209
210,Station B,2851.4882235710393,1,11,0,210
205,Station B,3000.0613041926963,1,11,0,211
203,Station B,3000.1633074423576,1,14,0,212
