UserID,ConnectedBaseStation,CurrentLocation,Handovercouter,UsersInSystem,UserQueue,DisconnectedUsers
3,Station A,2180.505837631954,2,7,0,1
4,Station B,3000.816058887568,1,6,0,2
0,Station B,3000.1812213760195,1,8,0,3
7,Station B,3000.169772706682,3,12,0,4
2,Station B,3000.2449818462196,1,12,0,5
11,Station B,3000.422681128037,1,11,0,6
8,Station B,3000.3742136657766,1,10,0,7
13,Station B,3000.0757602685735,1,9,0,8
12,Station B,3000.487930011368,3,10,0,9
10,Station B,3000.0375624392523,1,20,5,10
18,Station B,3000.481228668432,1,20,4,11
22,Station B,3000.548488661565,1,20,3,12
17,Station B,3000.54362240817,1,20,2,13
21,Station B,3000.1689647698304,3,20,2,14
20,Station B,3000.2903336821146,3,20,1,15
16,Station B,3000.0855968269207,1,20,1,16
24,Station B,3000.0486587364226,1,20,1,17
26,Station B,3000.5666856838934,1,20,2,18
28,Station B,3000.490246869712,3,20,1,19
23,Station B,3000.364970537654,1,20,0,20
25,Station B,3000.3653351277535,1,20,0,21
31,Station B,3000.6155091828527,1,20,1,22
29,Station B,3000.090062609081,1,20,2,23
27,Station B,3000.0457963443014,1,20,1,24
30,Station B,3000.224066558141,1,20,4,25
35,Station B,3000.2673187445,1,20,6,26
41,Station B,3000.0592704742153,1,20,8,27
34,Station B,3000.3335183068502,3,20,9,28
33,Station B,3000.169116960451,1,20,11,29
36,Station B,3000.222319749879,1,20,10,30
42,Station B,3000.2171290891406,1,20,9,31
43,Station B,3000.489449286455,1,20,8,32
19,Station B,3000.05128798465,3,20,7,33
37,Station B,3000.1432718865553,3,20,7,34
6,Station B,3000.047483438948,5,20,8,35
38,Station B,3000.072371035323,1,20,7,36
44,Station B,3000.4259942829904,1,20,6,37
5,Station B,3000.0611480934863,5,20,5,38
9,Station B,3000.0672401203915,1,20,4,39
40,Station B,3000.091085408203,1,20,3,40
48,Station B,3000.281720308257,1,20,3,41
52,Station B,3000.7194315011366,1,20,2,42
32,Station B,2975.8325500656074,3,20,1,43
50,Station B,3000.7056775051715,1,20,0,44
39,Station B,3000.089196019071,1,19,0,45
53,Station B,3000.6084675974344,1,18,0,46
45,Station B,3000.223934601345,1,17,0,47
49,Station B,3000.33195594639,1,16,0,48
51,Station B,3000.123518530927,1,15,0,49
14,Station B,3000.0577998782774,1,16,0,50
58,Station B,3000.4688525957135,1,15,0,51
62,Station A,2177.202234964345,0,16,0,52
61,Station B,3000.620321298739,1,16,0,53
55,Station B,3000.016109703182,1,15,0,54
54,Station B,3000.03650574945,1,14,0,55
59,Station B,3000.4938688246107,1,13,0,56
57,Station B,3000.3044287933594,1,13,0,57
66,Station B,3000.589565002032,1,14,0,58
70,Station A,2072.2689009086935,2,13,0,59
68,Station B,3000.0271299036417,5,15,0,60
15,Station B,3000.002954364182,5,17,0,61
