UserID,ConnectedBaseStation,CurrentLocation,Handovercouter,UsersInSystem,UserQueue,DisconnectedUsers
2,Station B,3000.200626595908,1,12,0,1
5,Station B,3000.346390970566,1,11,0,2
1,Station B,3000.4437666446365,1,11,0,3
7,Station B,3000.5206935465835,1,10,0,4
6,Station B,3000.1816719456237,1,10,0,5
10,Station B,3000.4851975712154,1,9,0,6
9,Station B,3000.4579575603084,1,10,0,7
15,Station A,2069.182653830739,0,9,0,8
8,Station B,3000.2562513080907,3,9,0,9
3,Station B,3000.212022329717,3,9,0,10
13,Station B,3000.0501217187193,1,8,0,11
14,Station B,3000.4329472964296,1,7,0,12
16,Station B,3000.081470522053,3,15,0,13
21,Station B,3000.198165887181,1,18,0,14
19,Station B,3000.3069494866368,1,18,0,15
22,Station B,3000.2597838923934,1,17,0,16
18,Station B,3000.4757038565253,1,16,0,17
20,Station B,3000.565417970708,1,15,0,18
25,Station B,3000.4298269984265,3,16,0,19
23,Station B,3000.318937499881,3,16,0,20
28,Station B,3000.186157215311,3,15,0,21
27,Station B,3000.105859879954,1,17,0,22
29,Station B,3000.550294067501,1,17,0,23
32,Station B,3000.3654893186326,1,20,0,24
26,Station B,3000.0339798175046,1,20,0,25
36,Station B,3000.8610498034955,1,20,0,26
11,Station B,2742.241445925773,3,20,0,27
35,Station B,3000.1656492535494,1,20,0,28
39,Station B,3000.0439817142324,1,19,0,29
34,Station B,3000.04581838182,3,18,0,30
4,Station B,3000.081926170821,5,18,0,31
41,Station B,3000.5340434103355,1,20,0,32
40,Station B,3000.2756828104475,1,19,0,33
42,Station B,3000.0363070745557,1,19,0,34
30,Station B,3000.2178905354735,3,18,0,35
44,Station B,3000.0329844515145,1,18,0,36
45,Station B,3000.1998399410586,1,17,0,37
12,Station B,3000.0756638395096,1,17,0,38
33,Station B,3000.389332898689,1,16,0,39
37,Station B,3000.4016069220966,3,15,0,40
48,Station B,3000.733995212095,1,16,0,41
47,Station B,3000.323638124892,1,19,0,42
38,Station B,3000.2054958161852,3,19,0,43
49,Station B,3000.0318565072325,3,19,0,44
55,Station B,3000.4955050035423,1,20,1,45
17,Station B,3000.0266379593013,5,20,0,46
56,Station B,3000.0148604210376,3,19,0,47
58,Station B,3000.121434714172,1,18,0,48
24,Station B,3000.1086940020045,5,17,0,49
46,Station B,3000.045818404176,1,17,0,50
54,Station B,3000.430099162495,5,16,0,51
62,Station B,2878.312353825492,1,17,0,52
52,Station B,3000.3488314905303,1,16,0,53
51,Station B,3000.2111139102094,3,15,0,54
50,Station B,3000.080414140209,1,15,0,55
66,Station B,3000.637216211851,1,16,0,56
60,Station B,3000.017760849624,1,15,0,57
59,Station B,3000.0974425119375,1,14,0,58
63,Station B,3000.3916532819835,1,18,0,59
61,Station B,3000.3430079670807,1,18,0,60
70,Station B,3000.842732095466,1,17,0,61
67,Station B,3000.5063121109492,1,19,0,62
53,Station B,3000.1754909374463,1,18,0,63
31,Station B,3000.0254627941385,3,17,0,64
73,Station B,3000.8542300762797,1,16,0,65
68,Station B,3000.2134821447526,1,16,0,66
64,Station B,3000.255546451132,1,15,0,67
76,Station B,3000.205140111277,1,14,0,68
75,Station B,3000.5522530215503,3,13,0,69
71,Station B,3000.1237825994667,1,12,0,70
43,Station B,3000.1129634763147,5,11,0,71
77,Station B,3000.5221151510195,1,13,0,72
72,Station B,3000.260399182889,3,12,0,73
80,Station B,3000.257581790867,3,16,0,74
81,Station B,3000.4144450886442,1,15,0,75
69,Station B,3000.256674802873,1,15,0,76
85,Station B,3000.511603183676,1,19,0,77
93,Station A,2152.0918799990213,0,20,0,78
86,Station B,3000.483071424711,3,19,0,79
83,Station B,3000.533906496727,1,18,0,80
84,Station B,3000.5652913409676,1,17,0,81
82,Station B,3000.5502032303334,1,17,0,82
92,Station B,3000.0661321588213,1,20,0,83
100,Station A,2098.727579811024,0,19,0,84
94,Station B,3000.5386246166245,1,18,0,85
57,Station B,3000.1296029945333,1,18,0,86
