UserID,ConnectedBaseStation,CurrentLocation,Handovercouter,UsersInSystem,UserQueue,DisconnectedUsers
2,Station B,3000.200626595908,1,13,0,1
5,Station B,3000.346390970566,1,12,0,2
7,Station B,3000.5206935465835,1,12,0,3
1,Station B,3000.4437666446365,3,13,0,4
15,Station A,2015.290756565362,0,12,0,5
10,Station B,3000.4851975712154,1,11,0,6
6,Station B,3000.1816719456237,1,10,0,7
9,Station B,3000.4579575603084,3,10,0,8
8,Station B,3000.2562513080907,1,12,0,9
13,Station B,3000.0501217187193,3,15,0,10
14,Station B,3000.4329472964296,1,14,0,11
3,Station B,3000.212022329717,1,14,0,12
21,Station B,3000.198165887181,1,20,0,13
16,Station B,3000.081470522053,1,19,0,14
22,Station B,3000.2597838923934,3,19,0,15
19,Station B,3000.3069494866368,1,18,0,16
25,Station B,2836.560385273974,1,18,0,17
20,Station B,3000.565417970708,1,20,1,18
18,Station B,3000.4757038565253,1,20,1,19
28,Station B,3000.186157215311,1,20,0,20
23,Station B,3000.318937499881,1,20,2,21
27,Station B,3000.105859879954,1,20,2,22
29,Station B,3000.550294067501,1,20,2,23
32,Station B,3000.3654893186326,1,20,1,24
36,Station B,3000.8610498034955,1,20,4,25
26,Station B,3000.0339798175046,1,20,5,26
35,Station B,3000.1656492535494,3,20,5,27
34,Station B,3000.04581838182,1,20,4,28
38,Station B,2949.248866282983,3,20,3,29
40,Station B,3000.5340434103355,1,20,4,30
39,Station B,3000.0363070745557,3,20,4,31
42,Station B,3000.733995212095,1,20,3,32
52,Station A,2051.704440253472,0,20,2,33
45,Station B,3000.0148604210376,1,20,5,34
30,Station B,3000.2178905354735,5,20,4,35
33,Station B,3000.389332898689,1,20,4,36
48,Station B,3000.8216135266857,1,20,4,37
37,Station B,3000.4016069220966,5,20,3,38
50,Station B,3000.637216211851,1,20,6,39
4,Station B,3000.081926170821,1,20,5,40
46,Station B,3000.0974425119375,1,20,6,41
49,Station B,3000.3916532819835,1,20,7,42
41,Station B,3000.045818404176,1,20,6,43
12,Station B,3000.0756638395096,1,20,5,44
51,Station B,3000.5063121109492,1,20,5,45
55,Station B,3000.5522530215503,1,20,4,46
56,Station B,3000.5221151510195,1,20,3,47
44,Station B,3000.2111139102094,1,20,3,48
59,Station B,3000.511603183676,1,20,3,49
43,Station B,3000.080414140209,1,20,2,50
58,Station B,3000.257581790867,1,20,1,51
60,Station B,3000.483071424711,1,20,0,52
47,Station B,3000.3430079670807,3,20,0,53
24,Station B,3000.1086940020045,3,20,3,54
11,Station B,3000.0133382928293,3,20,2,55
17,Station B,3000.0266379593013,1,20,1,56
62,Station B,3000.0661321588213,1,20,1,57
64,Station B,3000.5386246166245,1,20,3,58
53,Station B,3000.256674802873,1,20,2,59
79,Station A,2008.62676983226,0,20,2,60
70,Station B,3000.5749927874176,1,20,1,61
66,Station B,3000.245112710949,1,20,1,62
74,Station B,3000.8467438829757,1,20,1,63
69,Station B,3000.3886288375816,1,20,1,64
61,Station B,3000.2725043692303,1,20,2,65
76,Station B,3000.2363693721636,1,20,4,66
63,Station B,3000.133600984406,1,20,3,67
67,Station B,3000.040087135827,3,20,2,68
73,Station B,3000.490363805946,3,20,1,69
65,Station B,3000.3082301312947,1,20,1,70
75,Station B,3000.1701869359613,3,20,0,71
81,Station B,3000.386155866441,3,20,6,72
31,Station B,3000.0254627941385,3,20,5,73
87,Station B,3000.5030246673196,1,20,8,74
93,Station A,2066.5894503374548,0,20,7,75
89,Station B,3000.182397444312,1,20,6,76
94,Station A,2077.5325055143903,2,20,5,77
84,Station B,3000.0577020920173,3,20,5,78
86,Station A,3000.52099368153,2,20,5,79
88,Station B,3000.289932212197,3,20,4,80
92,Station B,3000.6900948743446,1,20,6,81
78,Station B,3000.0796083569767,1,20,5,82
91,Station B,3000.4855202271547,1,20,4,83
68,Station B,3000.0400498532363,1,20,3,84
85,Station B,3000.013509755994,1,20,2,85
105,Station A,2044.0301867281707,0,20,3,86
96,Station B,3000.4830866913253,1,20,4,87
77,Station B,3000.055402684433,3,20,3,88
83,Station B,3000.3420164281174,3,20,3,89
72,Station B,3000.1081214509104,1,20,6,90
95,Station B,3000.416935536392,1,20,5,91
100,Station B,3000.833751695536,3,20,4,92
